,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,2,6,1,5144.72
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1,2,6,1489.4
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,2,5,5,511.14
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,1,6,7,11026.7
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,2,1,3,13673.96
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,3,0,6,9347.94
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,3,0,1,12500.41
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,4,3,2,2732.05
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4,3,2,4504.04
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,4,6,2,540.11
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,2,5,6,1123.35
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4,3,1,5037.57
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,3,2,4,479.26
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,3,6,1,4723.38
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2,2,1,2004.0379999999998
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,3,3,1,1263.35
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,1,3,5,717.69
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,4,5,3,3456.7
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2,5,4,2704.48
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,1,5,2,861.04
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,2,2,4,732.21
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,3,6,4,11552.84
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,3,1,3,529.65
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,3,2,3,4120.69
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,3,5,6,1164.42
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,2,6,1,10026.99
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,3,5,1,4859.05
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,2,5,1,1490.4533333333334
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2,5,3,1900.64
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,0,5,2,4586.98
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,3,2,3,5109.26
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,4,4,5,8526.265
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,2,4,1,747.85
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,2,3,0,2850.08
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1,6,2,1262.59
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,3,5,2,5090.81
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,2,3,4,3635.77
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,4,4,1,6644.41
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,2,3,3,11000.34
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,2,2,3,1519.51
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,1,3,3,862.5733333333334
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,4,3,5,564.83
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,4,6,2,529.31
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,4,4,5,1021.59
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,4,6,4,2477.74
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,3,2,6,6613.05
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,4,2,3,634.67
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,3,3,1,2227.03
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,2,1,2,9806.93
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,3,3,5,8260.91
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2,1,4,2224.43
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,2,3,5,15638.97
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,1,6,1,3490.65
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,4,6,3,1784.63
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,4,5,3,3462.77
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,3,1,2,17759.04
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,3,3,1,734.05
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,2,4,1,595.36
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,2,5,1,1328.525
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,4,5,4,2054.7
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,3,3,4,6843.15
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,2,4,1,16755.47
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,4,2,3,11018.22
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,4,4,6,967.8
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,1,0,2,3832.6
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,4,2,5,7086.19
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,1,2,2,4419.0
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,1,1,4,2334.96
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,3,3,7,877.74
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,3,2,1,5474.92
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,4,2,3,1302.16
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,3,1,4,1854.5016666666666
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,3,4,2,4412.3
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,2,5,1,913.55
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1,1,2,1060.65
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,4,1,1,412.27
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,3,2,0,4321.19
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,1,2,1,4218.59
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,3,2,6,546.22
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,1,2,6,818.56
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,4,2,5,488.56
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,2,6,3,3199.67
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,1,1,4,8775.03
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2,5,1,2803.69
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,1,3,3,552.31
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,4,4,4,6281.974142857142
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,3,6,4,7262.79
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,2,1,3,5102.94
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,2,4,6,9420.96
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,4,3,1,2579.15
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,3,2,6,1747.37
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,3,2,3,10275.66
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,4,6,1,719.29
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,3,3,5,8859.28
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,4,5,5,843.67
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,2,6,3,995.6466666666668
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,4,2,4,6030.75
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,4,2,4,1021.68
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,4,2,2,5880.27
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,4,5,5,10817.2
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,0,3,0,6710.29
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,4,4,6,10063.738333333333
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,3,3,5,2448.93
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,4,1,4,513.9966666666667
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,1,3,1,3595.2
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,3,5,5,1859.61
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2,1,1,3538.83
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3,5,3,3058.81
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,1,2,3,10177.96
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,3,3,5,2017.58
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,3,6,3,1952.28
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,4,6,3,1813.67
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,4,2,3,5270.36
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,1,5,7,741.01
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,4,5,1,770.01
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,4,4,1,1224.07
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,4,3,1,459.95333333333326
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,4,4,2,736.11
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2,3,2,2160.26
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,1,6,2,559.785
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,1,3,2,4867.06
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,2,5,3,3710.05
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,0,3,4,1348.43
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,2,5,2,5034.24
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,3,2,1,5900.84
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,2,2,2,15809.33
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,2,1,3,16492.468
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,4,2,3,5366.7
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,3,4,3,4681.65
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4,3,1,5087.83
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3,5,3,2868.62
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,4,5,2,1376.4
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,3,2,4,1525.07
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,4,6,2,5828.66
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,4,1,2,444.58
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,3,0,1,13622.51
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,4,5,2,14153.86
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,0,4,2,1508.65
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3,5,2,3213.6
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,2,4,4,1509.67
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,2,5,6,1081.62
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,4,5,1,5314.36
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,0,2,1,15845.423333333332
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,4,6,3,906.97
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,4,0,7,634.8
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,3,4,4,9418.49
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,3,5,2,5352.29
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,4,3,2,600.3
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,3,6,1,5125.29
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2,5,1,2453.9
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,3,5,3,835.08
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,4,6,1,2986.79
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,3,4,6,1091.79
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,3,1,1,5066.28
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,4,5,6,1072.8586666666667
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,3,3,2,9764.65
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2,4,1,2214.48
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,4,5,5,11209.33
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,2,1,3,418.51
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,4,0,2,387.12
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,2,6,1,5026.99
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1,1,1,2025.1
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,2,5,1,7300.16
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,2,0,3,13951.84
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,0,3,2,2029.82
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,4,5,1,1629.46
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,4,6,4,694.2333333333335
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,4,3,5,2089.91
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,3,4,4,6283.99
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,4,3,5,11929.47
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,2,2,2,4334.42
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,4,2,2,5194.8
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,4,5,6,821.66
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,4,2,2,6657.31
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,3,2,2,559.7833333333333
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2,0,6,2300.33
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,1,1,2,726.32
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,1,6,2,4680.183666666667
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,2,0,3,2331.15
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,4,5,5,1180.06
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,2,4,2,4995.2
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,4,2,5,6595.2
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,4,6,2,2634.75
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,4,1,2,8136.21
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,4,5,4,1103.41
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,3,5,1,2474.49
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,3,4,6,1227.73
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,4,5,1,2582.37
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,4,3,2,478.35
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,3,3,1,1225.21
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,4,4,4,1509.96
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,3,4,3,923.47
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,3,3,4,7015.59
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,4,0,4,1910.94
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,3,5,7,1277.8066666666666
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,4,5,2,1463.35
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,1,3,3,2644.66
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,3,4,2,4671.91
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,4,2,1,16044.44
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,4,4,4,9683.23
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,4,4,2,5040.46
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,4,5,4,790.88
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,4,1,7,843.27
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,3,1,6,1175.0046666666667
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,4,6,2,561.46
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,1,0,3,8034.73
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,4,6,3,865.93
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,3,2,2,8275.775714285715
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,3,4,1,2352.29
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,1,3,3,850.37
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,3,3,1,2677.97
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,4,2,1,5655.97
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,1,4,3,4466.16
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,3,5,3,960.8206666666666
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,4,4,3,752.68
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,2,4,3,4870.02
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,2,3,1,4969.99
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,3,2,5,652.64
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,3,2,1,5466.84
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,2,4,1,624.94
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,3,5,1,10464.93
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,1,4,1,3907.47
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,2,5,3,7040.59
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,1,6,2,3771.72
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,3,3,6,2496.6
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,0,0,2,3265.64
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,2,5,2,1565.39
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,4,6,6,1024.96
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,3,5,1,4827.52
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,2,3,1,2355.1
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,4,3,1,5550.4
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,4,3,3,1784.61
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,2,5,5,494.0
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,3,5,3,7471.99
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,2,4,4,618.89
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,0,4,1,4260.92
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,2,4,3,6417.522333333335
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,3,4,1,6825.68
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,2,3,16685.058
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,3,3,0,1476.99
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3,5,2,2588.83
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2,4,2,2143.25
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,4,6,4,10251.66
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,2,0,1,11733.05
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,2,6,2,4616.11
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,0,3,1,3537.97
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,1,3,1,12977.89
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,4,4,5,1259.01
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,1,2,2,3926.53
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,4,4,4,3087.01
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,4,6,3,877.4025
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,3,6,3,1123.75
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,1,6,2,595.24
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2,4,1,2233.21
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,3,6,4,779.46
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,4,4,2,2854.4640000000004
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,3,2,3,5245.1
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1,6,1,1305.97
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,4,5,4,1927.74
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,1,5,3,3307.01
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,4,2,7,806.7
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,4,2,1,2256.49
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,3,4,3,792.9
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,1,3,5,502.01
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,4,5,3,2867.91
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,1,2,2,1961.43
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,4,3,5,2050.646666666667
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,3,1,4,613.28
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2,5,3,3043.85
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,1,1,2,7178.27
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,3,4,4,6925.99
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,4,6,3,717.34
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1,1,2,1999.93
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,4,3,5,8033.08
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,2,6,2,683.39
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,4,2,3,11650.64
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,4,5,3,3712.02
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,4,1,3,741.33
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,2,3,2,460.0
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,2,0,1,4758.51
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,4,5,3,1959.65
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,3,1,2,15180.91
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,4,3,2,1345.89
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,4,2,4,2778.01
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,2,5,5,1876.25
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,4,3,7,852.0691666666667
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,2,1,4,16855.8
